# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "annotations.gtf" "-o" "results/gene_counts.txt" "-T" "4" "results/aligned_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/aligned_Aligned.sortedByCoord.out.bam
ENSG00000309920	22;22;22;22;22;22;22;22;22	36888030;36888037;36888389;36888723;36889196;36889230;36889256;36901385;36901911	36888869;36888869;36888869;36888869;36889473;36889473;36889465;36901584;36902025	-;-;-;-;-;-;-;-;-	1433	0
ENSG00000309925	22	40044319	40044512	+	194	0
ENSG00000309947	22;22	23402489;23409072	23402565;23409537	+;+	543	0
ENSG00000188511	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	49414523;49415539;49415776;49416508;49416511;49416602;49416815;49416815;49416815;49416815;49416815;49423442;49425322;49436106;49436106;49436224;49440371;49440876;49440876;49440876;49450194;49450194;49450194;49488441;49488748;49490189;49490189;49584113;49594875;49594951;49612657;49614495;49614584;49614672;49614701;49615576;49615576;49615576;49615651;49619642;49619644;49620456;49620471;49620471;49622195;49624167;49624178;49624178;49624370;49624447;49624447;49624858;49624858;49624858;49624858;49625281;49625416;49626843;49626843;49626843;49626843;49627393;49631300;49632554;49632554;49632554;49632556;49632556;49632556;49632833;49638374;49638738;49655930;49655933;49656172;49656624;49656624;49657113;49657113;49657113;49657113;49657113;49657113;49657113;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49657405;49658203;49658203;49658203;49658203	49416035;49416052;49416035;49416735;49416730;49416735;49416928;49416928;49416928;49416928;49416928;49423692;49425437;49436375;49436375;49436375;49441320;49441212;49441212;49441212;49450249;49450282;49450304;49489231;49489231;49490528;49490252;49584328;49595264;49596159;49615490;49615490;49615490;49615490;49615490;49616483;49615787;49615787;49615787;49620269;49620660;49620660;49620660;49620660;49623610;49624253;49624253;49624681;49624681;49624681;49624681;49624936;49624936;49624936;49624920;49625954;49625951;49627047;49627047;49626894;49627047;49627570;49633059;49633056;49633056;49633056;49633059;49633056;49633059;49633059;49638959;49638959;49657521;49657085;49657007;49657430;49656990;49657519;49657346;49657381;49657352;49657362;49657519;49657344;49657519;49657485;49657532;49657519;49657485;49657553;49657494;49657462;49657508;49657521;49657519;49657542;49657516;49657457;49657553;49657504;49658408;49658401;49658408;49658432	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	18230	0
ENSG00000309962	22;22	23383632;23384184	23383863;23384922	+;+	971	0
ENSG00000235478	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	17119519;17119536;17119698;17119701;17119714;17119718;17119720;17119720;17119963;17119995;17120066;17120271;17120276;17120294;17120294;17120294;17120297;17120297;17120300;17120300;17120301;17120301;17120323;17120351;17120384;17120405;17120603;17120691;17120945;17121216;17121237;17121237;17121269;17121433;17121439;17121462;17121476;17121498;17121524;17121540;17121560;17121562;17121614;17121843;17121844;17121858;17122569;17122569;17122705;17122705;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124655;17124659;17124659;17124659;17124659;17124659;17124659;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17130362;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131615;17131617;17131617;17131617;17131617;17131863;17131863;17131863;17131863;17131863;17131863;17131863;17131863;17131863	17120182;17120182;17120182;17120182;17119823;17120182;17119849;17120182;17120182;17120182;17120182;17120425;17120425;17120425;17120425;17120425;17120455;17120455;17120425;17120455;17120455;17120425;17120425;17120425;17120455;17120455;17120747;17120747;17121106;17121362;17121362;17121362;17121362;17122344;17122344;17122344;17122039;17122039;17122344;17122039;17122344;17122039;17122344;17122072;17122039;17122072;17122738;17122738;17122738;17122738;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17125043;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17124771;17130513;17130484;17130515;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130526;17130484;17130443;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130443;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17130484;17132103;17132104;17132104;17132104;17132104;17132102;17132104;17132104;17132104;17132104;17132104;17132102;17132103;17132104;17132104;17132104;17132107;17132104;17132113;17132104;17132104;17132104;17132104;17132104;17132109;17132104;17132104;17132104;17132104;17132105;17132104;17132104;17132104;17132104;17132104;17132104;17132104;17132104;17132105;17132104;17132110;17132104;17132104	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3438	0
ENSG00000224086	22;22;22;22;22;22;22	21938269;21938293;21941102;21941102;21942581;21952961;21955467	21939613;21939613;21977632;21941220;21943372;21953146;21955625	+;+;+;+;+;+;+	37876	0
ENSG00000309998	22;22	21954365;21956196	21955591;21956341	-;-	1373	0
ENSG00000310037	22;22;22;22;22;22	46134666;46135192;46140916;46140916;46145751;46151067	46135406;46135406;46141145;46141145;46146061;46151394	-;-;-;-;-;-	1610	0
ENSG00000310052	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	46129589;46129637;46129785;46129818;46129834;46130352;46137589;46137589;46137589;46137589;46137589;46137589;46143464;46143464;46143464;46143466;46143511	46129988;46130000;46129988;46129988;46129988;46130431;46137795;46137795;46138067;46137795;46137795;46137795;46143931;46143911;46144031;46143978;46143928	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1539	0
ENSG00000310070	22;22;22;22;22	46161037;46161042;46167528;46172102;46172102	46161322;46161322;46167626;46172233;46172215	-;-;-;-;-	517	0
ENSG00000310096	22;22	37601940;37602354	37602088;37602722	+;+	518	0
ENSG00000310179	22;22	17014906;17016425	17015834;17016548	-;-	1053	0
ENSG00000224404	22;22;22;22;22;22;22;22;22;22	34191194;34193616;34207664;34207859;34209192;34209192;34209192;34210230;34210230;34210230	34195282;34195282;34208588;34208588;34209534;34209353;34209353;34210564;34210573;34210663	-;-;-;-;-;-;-;-;-;-	5791	0
ENSG00000310243	22;22	46245907;46255444	46246043;46255719	+;+	413	0
ENSG00000290397	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	11707145;11707147;11707151;11707153;11707171;11707173;11707176;11707176;11707176;11707179;11707179;11707257;11709407;11714674;11714674;11825264;11825300;11825303;11825395;11827522;11827522;11827522;11827522;11827522;11827522;11827523;11827523;11827523;11827523;11827523;11827527;11829191;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11832761;11834728;11841515;11859236;11859236;11859236;11859787;11859795;11859802;11859804;11859817;11859827;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11867115;11869054;11869054;11869054;11869054;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11869829;11870756;11870756;11872163;11872163;11872163;11872163;11872163;11872163;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873841;11873844;11873844;11873844;11873844;11873844;11873844;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876104;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11876224;11881986;11881986;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11882268;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11886401;11887952;11887952;11887952;11887952;11887952;11887952;11887952;11887952;11887952;11887952;11887952;11889310;11889310;11889310;11889310;11889310;11889310;11889310;11889310;11891782;11897360;11897371;11897376;11897376;11897391;11897395;11897395;11897402;11902861;11902861;11902861;11902861;11903787;11903787;11903787;11903787;11903787;11903787;11905337;11905337;11905337;11905337;11905337;11905337;11910166;11910166;11910166;11910166;11910166;11910166;11910166;11910166;11913040;11914501;11914501;11927635;11955271	11707423;11707423;11707423;11707423;11707423;11707423;11707423;11707423;11707423;11707423;11707423;11707423;11709542;11715712;11714811;11825547;11825547;11825547;11825547;11827658;11827658;11827658;11827658;11827658;11827658;11827658;11827658;11827658;11827658;11827658;11827658;11829326;11833819;11832915;11833826;11833819;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11833819;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11832915;11835000;11841963;11859663;11860077;11859664;11859927;11859927;11859927;11859927;11859927;11859927;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11867145;11869574;11867145;11867145;11867145;11867145;11867145;11869125;11869125;11869125;11869125;11869898;11869898;11869898;11869898;11869898;11870977;11869898;11869898;11869898;11869898;11869898;11869898;11869898;11869898;11869898;11869898;11869898;11870787;11870787;11872358;11872354;11872358;11872476;11872358;11872354;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11873925;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876132;11876296;11876296;11876296;11876296;11876296;11876296;11876679;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11876296;11882077;11882119;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11882338;11886438;11886565;11886565;11886565;11886565;11886565;11886438;11886565;11886438;11886565;11886565;11886565;11886438;11886438;11886438;11886438;11886509;11886565;11886565;11888146;11888146;11888146;11888146;11888146;11887971;11888065;11888146;11888146;11887971;11888146;11889426;11889426;11889435;11889925;11890645;11889435;11889930;11890230;11891931;11897467;11897467;11897467;11897467;11897467;11897467;11897467;11897467;11903142;11903142;11903142;11903142;11904000;11904000;11904000;11904000;11904000;11904000;11905790;11905792;11905557;11905557;11905557;11905557;11910361;11910319;11910219;11910219;11910219;11910219;11910361;11910358;11913192;11915770;11915770;11927707;11955470	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14137	0
ENSG00000310416	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	11832287;11832330;11832621;11832623;11832624;11832624;11832624;11832624;11832624;11832624;11832624;11832626;11832626;11832626;11833182;11841152;11843089;11843089;11843089;11843095;11843095;11843095;11843095;11843099;11843099;11843099;11843099;11843102;11843105;11844440;11844442;11845334;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11845698;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11846227;11849151;11849151;11849151;11849156;11849158;11868305;11868433;11868438;11868440;11868446;11868448;11868452;11868452;11868452;11868486;11868679;11868679;11868679;11868679;11868679;11868679;11873836;11873915;11878920;11878920;11878920;11878920;11878920;11878920;11878920;11892882;11894164;11906631;11906634;11909002;11909005;11910009;11910013;11910581;11910625;11910629;11912216;11912216;11919949;11924889;11924900;11925034;11925034;11925034;11925034;11925034;11925288;11925288;11925292;11928360;11928433;11928439;11928486;11928494;11928499;11928502;11928502;11928510;11928529;11928542;11928542;11928542;11928915;11928915;11928915;11928952;11928970;11929006;11967956;11967956;11967956;11967956;11971844;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11971940;11973277;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973415;11973546;11973546;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11973931;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974015;11974138;11974138;11974138;11974138;11974138;11974138;11974138;11974138;11974138;11974138;11974138;11974138;11974138	11832954;11832930;11832954;11832930;11832925;11832954;11832930;11832930;11832954;11832930;11832925;11832954;11832954;11832930;11833801;11841367;11843390;11843390;11843390;11843390;11843390;11843390;11844371;11843390;11844371;11844371;11844371;11843390;11843390;11845742;11845218;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11845742;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11846349;11849410;11849410;11849410;11849410;11849410;11868961;11868961;11868946;11868946;11868946;11868961;11868946;11868961;11868946;11868946;11868946;11868961;11868961;11868946;11868961;11868961;11873880;11874241;11878978;11879007;11879007;11879007;11879007;11879007;11879007;11893918;11894240;11907016;11907016;11910230;11910230;11910230;11910230;11911026;11910824;11910824;11912317;11912317;11920828;11925073;11925073;11925073;11925073;11925073;11925073;11925073;11926287;11926287;11926287;11929140;11929140;11928803;11928803;11929140;11928836;11929140;11929140;11929140;11928855;11929140;11929140;11929140;11929140;11929140;11929140;11929140;11929140;11929140;11968015;11968015;11968015;11968015;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11971998;11973364;11973700;11973607;11974190;11974189;11974141;11973566;11974160;11974223;11974167;11974141;11974176;11974220;11974218;11973633;11974218;11973633;11974221;11974151;11974176;11974223;11974190;11974155;11974225;11974222;11974218;11974224;11974223;11974187;11974223;11974215;11974223;11974134;11974223;11974214;11974218;11974218;11974223;11974139;11974167;11974189;11974199;11974225;11974185;11974225;11974223;11974223;11974167;11974189;11974184;11974198;11974187;11974190;11974215;11974225;11974180;11974160;11974184;11974180;11974187;11974189;11974187;11974223;11974223;11974223;11974178;11974218;11974218;11974224;11974218;11974294;11974223;11974202;11974227;11974223;11974214;11974223;11974223;11974223	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12896	0
